State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
OR,OR,2017,April,Natural & semi-synthetic opioids (T40.2),127,130,100,0.079008309494619,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,May,Natural & semi-synthetic opioids (T40.2),117,119,100,0.065173116089613,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,June,Natural & semi-synthetic opioids (T40.2),118,120,100,0.062411809399761,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,July,Natural & semi-synthetic opioids (T40.2),117,119,100,0.059649693617483,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,August,Natural & semi-synthetic opioids (T40.2),122,124,100,0.062320489893242,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,September,Natural & semi-synthetic opioids (T40.2),118,120,100,0.056995521780432,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,October,Natural & semi-synthetic opioids (T40.2),121,123,100,0.054140386020952,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,November,Natural & semi-synthetic opioids (T40.2),122,124,100,0.054263776216187,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,December,Natural & semi-synthetic opioids (T40.2),125,127,100,0.049053004496525,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2018,January,Natural & semi-synthetic opioids (T40.2),127,128,100,0.046685340802988,Underreported due to incomplete data.
OR,OR,2018,February,Natural & semi-synthetic opioids (T40.2),119,121,100,0.049789776499226,Underreported due to incomplete data.
OR,OR,2018,March,Natural & semi-synthetic opioids (T40.2),120,122,100,0.046861647876065,Underreported due to incomplete data.
OR,OR,2018,April,Natural & semi-synthetic opioids (T40.2),128,130,100,0.044014084507042,Underreported due to incomplete data.
OR,OR,2018,May,Natural & semi-synthetic opioids (T40.2),139,141,100,0.046971706454465,Underreported due to incomplete data.
OR,OR,2018,June,Natural & semi-synthetic opioids (T40.2),134,136,100,0.04959497437593,Underreported due to incomplete data.
OR,OR,2018,July,Natural & semi-synthetic opioids (T40.2),131,134,100,0.06080875646093,Underreported due to incomplete data.
OR,OR,2018,August,Natural & semi-synthetic opioids (T40.2),128,131,100,0.060840707964602,Underreported due to incomplete data.
OR,OR,2015,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",186,188,100,0.023247704289201,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",188,190,100,0.02309068867979,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",189,191,100,0.023006355505708,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",188,190,100,0.020046967180251,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",185,187,100,0.019910120029581,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",185,187,100,0.022626994003847,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",184,186,100,0.022554271215111,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",196,198,100,0.022544101899341,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",201,203,100,0.019682271896528,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",200,202,100,0.016909029421711,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",205,207,100,0.01403351202672,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",196,198,100,0.022388895108026,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",187,189,100,0.022520620443093,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",189,191,100,0.025385721941726,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",188,190,100,0.028093044162265,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",192,194,100,0.030915376183918,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",196,199,100,0.045109814203953,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",187,190,100,0.048023955478968,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",186,189,100,0.053569414683658,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",173,175,100,0.053409793669534,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",165,168,100,0.059076715334627,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",164,167,100,0.061645370993051,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",162,165,100,0.064483570707637,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2016,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",163,166,100,0.072387103959018,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",168,171,100,0.073881515939253,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",172,175,100,0.070852408981905,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",166,169,100,0.07369800196528,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",156,159,100,0.079008309494619,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",149,151,100,0.065173116089613,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",152,154,100,0.062411809399761,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",149,151,100,0.059649693617483,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",156,158,100,0.062320489893242,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",155,157,100,0.056995521780432,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",157,159,100,0.054140386020952,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",153,155,100,0.054263776216187,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2017,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",154,156,100,0.049053004496525,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2018,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",156,157,100,0.046685340802988,Underreported due to incomplete data.
OR,OR,2018,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",146,148,100,0.049789776499226,Underreported due to incomplete data.
OR,OR,2018,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",150,152,100,0.046861647876065,Underreported due to incomplete data.
OR,OR,2018,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",159,161,100,0.044014084507042,Underreported due to incomplete data.
OR,OR,2018,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",168,170,100,0.046971706454465,Underreported due to incomplete data.
OR,OR,2018,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",160,163,100,0.04959497437593,Underreported due to incomplete data.
OR,OR,2018,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",158,161,100,0.06080875646093,Underreported due to incomplete data.
OR,OR,2018,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",154,157,100,0.060840707964602,Underreported due to incomplete data.
OR,OR,2015,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",212,214,100,0.023247704289201,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",213,215,100,0.02309068867979,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",215,217,100,0.023006355505708,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",217,219,100,0.020046967180251,Numbers may differ from published reports using final data. See Technical Notes.
OR,OR,2015,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",214,216,100,0.019910120029581,Numbers may differ from published reports using final data. See Technical Notes.
